geneName,zy,zy,zy,zy,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,mid2cell,16cell
gene18294,0.057642,1.827772,1.063600,0.456564,0.891970,0.144330,0.486700,0.000000,1.135478,0.221460,0.463243,0.046099,0.663479,0.309485
gene18295,3.149255,0.099849,3.392797,4.693716,0.081901,0.662644,6.703373,0.000000,0.540972,9.150779,5.954944,3.139415,0.000000,0.000000
gene18296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18297,2.918290,0.000000,0.520328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.690893,0.000000
gene18298,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18300,0.000000,0.000000,0.038213,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18301,0.000000,0.000000,0.031331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18302,0.000000,0.000000,0.000000,0.000000,0.171853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18305,2.987802,3.819519,2.749659,5.265060,1.632946,1.416643,0.743198,4.269519,1.665735,2.906408,3.078076,0.110153,0.534661,0.000000
gene18306,4.573323,0.826022,3.567576,0.301586,0.000000,3.069875,1.263986,0.000000,0.000000,6.330414,3.636265,0.181577,0.000000,0.000000
gene18307,316.225686,564.732519,317.580125,415.354101,631.340987,740.670895,466.318571,596.925641,411.457716,343.857945,354.145265,404.875083,561.459730,97.036004
gene18308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18309,0.000000,0.000000,0.000000,0.000000,0.127089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18310,0.000000,0.000000,0.000000,0.902021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18311,0.000000,0.000000,0.000000,0.632936,0.000000,0.000000,0.000000,0.000000,0.058137,0.000000,0.000000,0.000000,0.000000,0.000000
gene18312,0.606368,1.622232,3.526975,4.594018,2.831988,6.763252,5.012444,0.198780,7.519213,8.640902,9.258873,9.140358,0.097606,0.000000
gene18313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18315,0.000000,0.000000,0.000000,0.000000,0.091818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18317,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18318,0.000000,0.010493,0.373205,0.153238,0.000000,0.000000,2.348188,0.000000,0.000000,0.042739,0.067050,0.000000,0.000000,0.000000
gene18319,565.122349,574.093424,474.651048,611.461249,325.123664,229.832079,302.425483,411.020156,212.171652,398.031514,320.114496,207.998491,504.453558,33.541749
gene18320,11.557752,17.834947,19.424311,17.725259,44.688086,43.254766,33.129759,33.758801,42.556306,10.775542,15.202050,48.311328,22.238258,0.000000
gene18321,4.763154,12.913643,4.093546,2.576419,6.946145,5.370020,12.714789,4.383939,7.971183,7.505222,7.465453,19.179473,4.305235,0.000000
gene18322,0.000000,0.023952,0.000000,0.000000,0.000000,2.861295,0.000000,0.000000,0.000000,0.682948,1.734688,0.000000,0.000000,0.000000
gene18323,5.567104,8.456073,4.455420,7.249230,8.697360,3.611949,13.429221,13.076758,11.557068,3.817950,4.980675,14.399332,3.452912,0.000000
gene18324,3.357277,7.040609,12.292359,4.431002,8.333321,16.769872,6.585915,22.315454,18.020477,16.936243,12.771397,16.991125,0.000000,0.000000
gene18325,0.362325,0.264083,0.355193,0.000000,0.000000,0.288662,0.053484,7.794788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18326,5.745246,9.437488,7.528633,3.986099,8.167868,9.449620,9.223517,13.854546,9.327132,15.346565,13.067237,8.772844,0.487972,0.000000
gene18327,0.000000,0.000000,0.000000,0.000000,0.069344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18328,1.131143,0.569834,1.424603,0.110665,1.670795,2.896638,3.777726,0.956001,1.994587,2.716146,3.460566,0.145631,4.011397,0.000000
gene18329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.026903,0.000000,0.000000,0.000000,0.000000
gene18330,0.410747,1.250838,2.235733,1.172036,0.054480,2.629940,1.753114,0.224820,0.174472,1.292524,0.825241,1.822347,3.428640,0.000000
gene18331,102.565450,75.308865,93.905714,108.063994,98.357046,76.934873,72.528606,63.616371,106.573416,69.537371,65.049722,99.514447,77.547290,0.000000
gene18332,22.999471,19.203226,18.825748,11.093158,36.658574,34.927258,38.941488,28.380386,30.693640,26.510126,31.567707,28.826080,96.882786,0.000000
gene18333,1.584990,1.739084,2.557951,1.949407,0.000000,0.931418,7.248161,3.244137,9.137074,2.858341,3.899333,2.824043,9.307111,0.000000
gene18334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18335,191.266012,276.870964,218.404912,234.071512,366.353928,347.721435,181.846046,248.874734,165.769174,164.257674,200.818051,185.736712,318.893014,12.812112
gene18336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18337,0.000000,0.000000,0.000000,0.000000,0.593083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18338,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18339,0.000000,0.646222,0.000000,0.021846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18340,22.027222,23.606833,25.130120,26.301537,26.081896,33.338794,23.821047,19.801238,16.872971,17.720733,18.224428,26.080069,21.920667,0.131020
gene18341,1.054395,0.293468,1.822526,0.476209,0.481455,0.000000,0.168400,0.019478,0.000000,0.708366,1.423855,3.444404,0.000000,0.000000
gene18342,3.793149,6.196587,3.373482,3.030014,7.382408,6.462317,5.714640,14.718150,5.014300,6.660613,7.228107,3.075245,0.000000,0.000000
gene18343,7.300435,4.949306,3.849640,4.714008,5.295368,5.474363,5.216968,3.363556,5.493842,9.349379,7.753863,7.475471,3.534598,0.000000
gene18344,0.000000,0.086751,0.000000,0.306835,0.000000,0.057573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18345,2.422230,1.599918,2.554285,1.818335,2.001774,2.875509,4.522509,0.818127,2.281365,0.786080,1.949282,2.788739,0.321376,0.019742
gene18346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.832960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18349,11.255930,11.875828,11.622420,9.222284,8.998271,12.814632,11.209007,22.973198,6.129960,9.635427,11.768489,13.937918,4.252488,0.025430
gene18350,0.355981,0.671539,0.189566,0.272426,0.612060,0.000000,0.171266,0.000000,0.000000,0.016885,0.079468,0.000000,0.058362,0.000000
gene18351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.110562,0.000000
gene18352,23.812689,24.021431,15.399218,22.781780,14.350309,9.185359,13.662646,13.211094,13.789518,14.274719,17.021359,15.558020,58.084541,0.115178
gene18353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18354,26.322664,32.824995,22.082122,28.831861,36.827830,41.875597,35.628702,24.589891,27.215899,38.803181,37.007837,23.166208,8.801558,93.719056
gene18355,32.462147,41.735877,35.043577,33.207229,35.310971,17.571025,29.398465,16.781764,28.768608,13.377420,15.927981,7.925465,21.341497,0.176523
gene18356,0.000000,0.000000,0.721043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18357,24.131130,52.031733,42.485796,38.846516,48.094228,53.390493,59.972153,44.785230,58.731464,54.035955,60.483765,79.745199,23.281075,0.070985
gene18358,1.940746,3.808471,1.627018,2.493373,4.072399,0.240715,5.775720,0.121876,3.204654,3.016384,2.619597,6.791436,5.745013,0.000000
gene18359,0.000000,0.134979,0.042864,0.513361,0.036906,0.000000,0.000000,0.000000,0.000000,0.015272,0.095834,0.000000,0.000000,0.000000
gene18360,35.911614,9.861372,5.755554,5.927023,25.599041,8.618839,9.009480,0.000000,23.248223,10.033720,9.702736,1.301101,0.000000,0.000000
gene18361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18362,0.000000,0.000000,0.000000,0.000000,0.023946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18365,27.351972,27.104348,23.979388,19.929121,27.481326,24.675092,17.908043,23.816831,13.014384,17.024257,19.525516,15.524875,15.035948,0.000000
gene18366,0.072534,0.011403,0.260723,0.166526,0.000000,0.000000,0.000000,0.000000,1.100823,0.000000,0.000000,0.112794,0.000000,0.000000
gene18367,0.051980,0.318692,0.093419,0.402782,0.000000,0.976150,0.084399,0.058576,0.096594,0.033284,0.208862,0.138568,0.345146,0.000000
gene18368,12.073443,14.763153,16.088683,12.193066,10.398435,7.587493,13.632665,9.989192,10.827313,14.515965,12.487643,8.337535,57.558207,0.000000
gene18369,0.045675,1.933885,0.583744,0.253417,0.298419,0.025414,0.016481,0.000000,0.320660,0.006499,0.030589,0.033822,1.392826,0.000000
gene18370,36.428079,46.026126,23.807436,12.484511,21.196901,8.668919,24.605082,2.714061,30.351747,35.503105,26.110069,7.590932,16.103071,0.000000
gene18371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18372,0.015468,3.282629,2.891116,1.091975,0.574439,0.000000,0.351616,0.139442,0.258701,0.415985,1.429517,0.391721,19.856056,0.000000
gene18373,1.098023,0.429068,2.311725,2.511888,0.388368,0.314210,3.311119,3.570617,1.486676,0.100443,0.409699,2.237158,2.013642,0.000000
gene18374,18.746798,12.323975,11.877121,10.944101,17.496297,14.737149,12.898162,15.371897,13.446087,18.192187,17.559853,16.832978,18.217957,0.330767
gene18375,2.189194,3.790791,6.120387,4.763499,5.460638,0.027271,6.967913,3.338380,20.321466,11.326056,11.006896,11.338063,16.922575,0.000000
gene18376,4.827213,10.557348,6.534114,7.598728,10.102105,9.592925,8.935035,5.878657,12.965919,14.245815,13.453094,10.482722,5.478461,0.029415
gene18377,18.669742,19.065311,20.368968,26.063287,23.383461,26.076175,17.389322,33.752993,15.733577,28.931291,22.550042,15.612143,11.123668,0.025153
gene18378,17.063466,13.835971,20.735983,14.840056,12.172905,7.328447,10.744581,17.625058,10.362280,12.444829,15.502783,5.150167,2.765286,135.541725
gene18379,0.292668,0.405010,0.225245,0.345769,0.971878,0.310241,0.444000,0.303322,0.825754,0.818013,0.592301,1.708462,0.000000,0.000000
gene18380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18381,1.545667,5.993672,3.292376,2.760070,1.771693,2.436795,12.641695,13.289259,3.617093,3.372439,5.290720,1.678703,3.294341,0.000000
gene18382,51.637541,50.691275,36.009645,38.326445,32.074337,61.104313,46.706644,25.672814,50.423487,61.628667,51.701332,43.200408,57.646349,0.000000
gene18383,5.447931,7.571450,3.753486,4.528622,1.524205,1.932377,2.456779,3.112502,2.368309,4.096442,2.835862,3.546196,1.932865,0.045503
gene18384,12.837612,6.635978,7.678698,9.155252,2.752981,0.582136,1.050458,0.546765,0.394487,1.747627,2.660483,5.793601,1.834575,0.000000
gene18385,51.050193,33.316934,48.098257,53.465209,30.135925,21.513250,28.677033,25.442388,14.769346,39.336829,42.052571,10.815950,54.514044,34.764711
gene18386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18387,17.047215,6.798318,27.939449,16.304029,13.340006,20.214295,15.374787,7.524828,37.523674,8.891050,11.109104,15.611305,26.274623,0.000000
gene18388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.073754,0.000000,0.590879,0.000000,0.000000,0.514619,1.407462,0.000000
gene18389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18391,0.000000,0.000000,0.000000,0.000000,0.561343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18392,9.373349,6.460185,3.602767,4.442447,0.861658,1.301301,1.084986,2.593605,1.379737,2.234424,1.715417,1.261749,0.000000,0.000000
gene18393,0.033037,0.031161,0.000000,0.056885,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066375,0.000000,0.511840,0.000000
gene18394,8.763924,2.656356,4.202698,4.761725,0.503444,2.112933,2.839475,0.297881,3.287559,1.979107,3.472553,2.127603,0.000000,0.000000
gene18395,0.000000,0.490218,0.163873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.646466,0.824366,0.000000,0.000000,0.000000
gene18396,0.000000,0.000000,0.000000,0.350389,0.572525,0.463202,0.240305,0.000000,0.000000,0.000000,0.148670,0.000000,14.003003,0.000000
gene18397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18398,288.446849,255.487807,267.063569,257.521796,187.255698,174.599817,169.286840,207.106403,96.716479,105.326340,106.266957,79.263323,82.425473,115.825405
gene18399,32.811062,31.080800,30.739732,35.849122,13.791731,15.487751,34.057005,37.702926,40.284393,28.121265,29.910520,49.561525,28.562959,0.000000
gene18400,0.052509,0.000000,0.000000,0.000000,0.731288,0.000000,0.085262,0.000000,0.000000,0.000000,0.000000,0.000000,9.065082,0.000000
gene18401,0.000000,1.969891,0.794858,1.903814,4.030176,1.907155,6.622689,0.775255,2.693972,1.856498,3.850448,2.521729,0.000000,0.000000
gene18402,10.021500,10.599485,7.507343,3.795672,4.671726,7.184367,8.500930,12.649839,3.528816,9.174921,10.037173,12.072247,2.519019,0.000000
gene18403,0.273413,3.278894,1.357177,0.000000,0.120882,0.000000,0.000000,0.000000,0.000000,0.000000,0.078475,0.000000,0.000000,99.849302
gene18404,0.609749,0.000000,0.141860,0.438315,0.109927,0.000000,0.000000,0.000000,0.011001,0.030326,0.023788,0.000000,0.000000,0.000000
gene18405,90.771710,86.443602,100.905839,98.358176,84.555722,146.862614,91.436240,82.485087,112.945114,107.220275,100.798696,109.801534,81.990558,0.000000
gene18406,0.000000,0.000000,0.000000,0.000000,0.151933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18409,9.283351,12.499657,13.118153,11.922999,18.380654,8.721063,5.723068,16.325215,9.231937,6.059925,10.845143,7.028482,2.088476,0.000000
gene18410,38.112448,42.207988,44.875446,66.564416,57.675014,63.221395,26.717177,72.323115,49.963352,47.848683,54.016584,55.162418,78.670445,33.081107
gene18411,25.555346,51.472289,51.171586,59.700828,43.850786,70.038353,37.452871,22.072868,58.207562,54.554066,66.055849,49.557096,33.953256,136.782466
gene18412,0.000000,0.756808,2.105847,1.217102,0.059124,1.530691,0.000000,0.000000,0.000000,0.073397,0.038382,1.935238,0.000000,0.000000
gene18413,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18414,0.000000,0.038821,0.000000,0.000000,0.000000,0.000000,0.200489,0.371039,0.000000,0.289900,0.785567,0.466304,1.912983,0.061383
gene18415,18.527392,19.885958,15.156489,25.686787,8.798625,11.437711,10.581156,2.087824,3.324341,20.577310,28.816403,24.950736,9.756795,19.567371
gene18416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18417,49.926967,53.032832,69.738853,41.916781,29.388394,44.040170,62.488139,40.057495,70.890859,52.642159,54.416363,60.719550,10.015146,0.000000
gene18418,1.907662,0.426163,0.641600,0.518648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18420,2.293279,0.068548,0.667583,0.403219,0.699740,0.889626,0.000000,0.000000,0.000000,0.062047,0.000000,0.365946,0.000000,0.000000
gene18421,1.299871,1.095290,0.228428,1.999484,1.001258,0.896862,0.075046,0.000000,1.481596,0.295946,0.290179,3.650024,0.025573,0.000000
gene18422,2.119705,0.212803,0.672660,1.969493,0.081190,0.105099,1.618698,0.011825,2.876399,0.685376,0.780071,1.146931,0.325157,0.000000
gene18423,1.392238,2.664340,5.734512,7.519702,4.736911,5.686122,5.970048,4.349446,1.283064,2.982839,4.203871,5.033763,28.353004,0.000000
gene18424,705.425171,608.251639,766.981823,601.836676,651.660475,631.279190,647.390157,868.237571,842.452079,648.885132,664.329954,744.884597,960.418414,174.625580
gene18425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.124008,0.000000,0.000000,0.537934,0.537043,0.000000,17.664024,0.000000
gene18426,0.000000,0.000000,1.217249,0.000000,0.161238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18427,3.669803,2.640125,6.086240,6.640490,0.577488,2.595727,7.877600,0.420559,9.208516,2.761445,2.374345,3.399167,1.101352,1.117385
gene18428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene18429,38.866047,60.099968,53.273408,71.128493,61.867002,101.472816,80.012011,87.220830,108.760105,90.498645,86.662799,86.731148,71.169216,0.990252
gene18430,17.242399,13.656898,20.472755,22.116273,9.636604,10.330374,7.836712,2.719345,9.258422,14.953733,15.561650,10.739001,5.513343,219.771256
gene18431,11.371339,19.354413,12.822757,11.663008,16.104264,31.206181,18.425353,5.567471,16.112003,20.420628,18.827971,19.394918,36.967492,0.000000
